Time;MoteID;State;Value;TotalTicks;Permil
660576000;6;Energest  ] Radio total;56850000;  60000000 ;947
660739000;2;Energest  ] CPU;269800;  60000000 ;4
660739000;2;Energest  ] LPM;59730200;  60000000 ;995
660739000;2;Energest  ] Deep LPM;0;  60000000 ;0
660739000;2;Energest  ] Radio Tx;129632;  60000000 ;2
660739000;2;Energest  ] Radio Rx;48085664;  60000000 ;801
660739000;2;Energest  ] Radio total;48215296;  60000000 ;803
660858000;4;Energest  ] CPU;857040;  60000000 ;14
660858000;4;Energest  ] LPM;59142960;  60000000 ;985
660858000;4;Energest  ] Deep LPM;0;  60000000 ;0
660858000;4;Energest  ] Radio Tx;304088;  60000000 ;5
660858000;4;Energest  ] Radio Rx;55495912;  60000000 ;924
660858000;4;Energest  ] Radio total;55800000;  60000000 ;930
720262000;1;Energest  ] CPU;1160832;  60000000 ;19
720262000;1;Energest  ] LPM;58839168;  60000000 ;980
720262000;1;Energest  ] Deep LPM;0;  60000000 ;0
720262000;1;Energest  ] Radio Tx;557664;  60000000 ;9
720262000;1;Energest  ] Radio Rx;57492336;  60000000 ;958
720262000;1;Energest  ] Radio total;58050000;  60000000 ;967
720383000;5;Energest  ] CPU;2040112;  60000000 ;34
720383000;5;Energest  ] LPM;57959888;  60000000 ;965
720383000;5;Energest  ] Deep LPM;0;  60000000 ;0
720383000;5;Energest  ] Radio Tx;1052056;  60000000 ;17
720383000;5;Energest  ] Radio Rx;57162224;  60000000 ;952
720383000;5;Energest  ] Radio total;58214280;  60000000 ;970
720390000;7;Energest  ] CPU;1957184;  60000000 ;32
720390000;7;Energest  ] LPM;58042816;  60000000 ;967
720390000;7;Energest  ] Deep LPM;0;  60000000 ;0
720390000;7;Energest  ] Radio Tx;956528;  60000000 ;15
720390000;7;Energest  ] Radio Rx;57240264;  60000000 ;954
720390000;7;Energest  ] Radio total;58196792;  60000000 ;969
720527000;3;Energest  ] CPU;791408;  60000000 ;13
720527000;3;Energest  ] LPM;59208592;  60000000 ;986
720527000;3;Energest  ] Deep LPM;0;  60000000 ;0
720527000;3;Energest  ] Radio Tx;220744;  60000000 ;3
720527000;3;Energest  ] Radio Rx;57394744;  60000000 ;956
720527000;3;Energest  ] Radio total;57615488;  60000000 ;960
720576000;6;Energest  ] CPU;836976;  60000000 ;13
720576000;6;Energest  ] LPM;59163024;  60000000 ;986
720576000;6;Energest  ] Deep LPM;0;  60000000 ;0
720576000;6;Energest  ] Radio Tx;74824;  60000000 ;1
720576000;6;Energest  ] Radio Rx;57988552;  60000000 ;966
720576000;6;Energest  ] Radio total;58063376;  60000000 ;967
720739000;2;Energest  ] CPU;298264;  60000000 ;4
720739000;2;Energest  ] LPM;59701736;  60000000 ;995
720739000;2;Energest  ] Deep LPM;0;  60000000 ;0
720739000;2;Energest  ] Radio Tx;151000;  60000000 ;2
720739000;2;Energest  ] Radio Rx;46274712;  60000000 ;771
720739000;2;Energest  ] Radio total;46425712;  60000000 ;773
720858000;4;Energest  ] CPU;859888;  60000000 ;14
720858000;4;Energest  ] LPM;59140112;  60000000 ;985
720858000;4;Energest  ] Deep LPM;0;  60000000 ;0
720858000;4;Energest  ] Radio Tx;305296;  60000000 ;5
720858000;4;Energest  ] Radio Rx;57294704;  60000000 ;954
